,user_id,username,tweet,link,palavra_chave,bag_of_words,classificacao_MaxentClassifier,classificacao_SklearnClassifier,classificacao_NaiveBayesClassifier
10,10842792,geglobo,"""Obrigado, Catar, pela calorosa recepção e hospitalidade. Uma edição especial que não será esquecida""  A delegação da Arábia Saudita já está em casa após a eliminação no Grupo C da Copa do Mundo #genacopa  https://t.co/h7vR5m4K5w",https://twitter.com/geglobo/status/1598342229071888387,catar,"{'``': 1, 'Obrigado': 1, 'Catar': 1, 'calorosa': 1, 'recepção': 1, 'hospitalidade': 1, 'Uma': 1, 'edição': 1, 'especial': 1, 'esquecida': 1, ""''"": 1, 'A': 1, 'delegação': 1, 'Arábia': 1, 'Saudita': 1, 'casa': 1, 'após': 1, 'eliminação': 1, 'Grupo': 1, 'C': 1, 'Copa': 1, 'Mundo': 1, 'genacopa': 1, './h7vR5m4K5w': 1}",neg,pos,neg
11,10842792,geglobo,"Jorge Jesus também opinou sobre quem é o favorito ao título da Copa do Mundo do Catar  ""Desde o primeiro dia que escolhi quatro equipes e penso que, das quatro, uma delas vai ser campeã: Portugal, Brasil, França e Espanha"" #genacopa",https://twitter.com/geglobo/status/1598341409282588677,catar,"{'Jorge': 1, 'Jesus': 1, 'opinou': 1, 'sobre': 1, 'favorito': 1, 'título': 1, 'Copa': 1, 'Mundo': 1, 'Catar': 1, '``': 1, 'Desde': 1, 'primeiro': 1, 'dia': 1, 'escolhi': 1, 'quatro': 2, 'equipes': 1, 'penso': 1, 'vai': 1, 'campeã': 1, 'Portugal': 1, 'Brasil': 1, 'França': 1, 'Espanha': 1, ""''"": 1, 'genacopa': 1}",pos,pos,pos
12,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/z3YfYP95NG,https://twitter.com/geglobo/status/1598332089803231242,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './z3YfYP95NG': 1}",neu,neu,neu
13,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/UtdmlxpGdM,https://twitter.com/geglobo/status/1598331084277547008,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './UtdmlxpGdM': 1}",neu,neu,neu
14,10842792,geglobo,"Para que o defensor de 28 anos iguale o recorde do ex-vascaíno, a Alemanha precisa chegar pelo menos na semifinal da Copa do Catar. Vai rolar? 🤔",https://twitter.com/geglobo/status/1598324507336478721,catar,"{'Para': 1, 'defensor': 1, '28': 1, 'anos': 1, 'iguale': 1, 'recorde': 1, 'ex-vascaíno': 1, 'Alemanha': 1, 'precisa': 1, 'chegar': 1, 'menos': 1, 'semifinal': 1, 'Copa': 1, 'Catar': 1, 'Vai': 1, 'rolar': 1, '🤔': 1}",pos,pos,pos
15,10842792,geglobo,"O zagueiro alemão Ginter pode bater um recorde no Catar: o jogador que ficou mais jogos seguidos de Copa sem sair do banco de reservas  Em seu terceiro Mundial, ele soma 12 partidas na beira do campo  O recorde é do goleiro uruguaio Martin Silva, ex-Vasco, com 16 bancos #genacopa  https://t.co/kKAiXNCTIY",https://twitter.com/geglobo/status/1598324000043798539,catar,"{'O': 2, 'zagueiro': 1, 'alemão': 1, 'Ginter': 1, 'pode': 1, 'bater': 1, 'recorde': 2, 'Catar': 1, 'jogador': 1, 'ficou': 1, 'jogos': 1, 'seguidos': 1, 'Copa': 1, 'sair': 1, 'banco': 1, 'reservas': 1, 'Em': 1, 'terceiro': 1, 'Mundial': 1, 'soma': 1, '12': 1, 'partidas': 1, 'beira': 1, 'campo': 1, 'goleiro': 1, 'uruguaio': 1, 'Martin': 1, 'Silva': 1, 'ex-Vasco': 1, '16': 1, 'bancos': 1, 'genacopa': 1, './kKAiXNCTIY': 1}",neg,neg,neg
16,10842792,geglobo,"Fifa promete à seleção brasileira gramado melhor nas oitavas da Copa  Brasil deve disputar primeiro jogo eliminatório no Catar no Estádio 974, na segunda-feira #genacopa  https://t.co/oNbfrEqCIH",https://twitter.com/geglobo/status/1598312991656665090,catar,"{'Fifa': 1, 'promete': 1, 'seleção': 1, 'brasileira': 1, 'gramado': 1, 'melhor': 1, 'oitavas': 1, 'Copa': 1, 'Brasil': 1, 'deve': 1, 'disputar': 1, 'primeiro': 1, 'jogo': 1, 'eliminatório': 1, 'Catar': 1, 'Estádio': 1, '974': 1, 'segunda-feira': 1, 'genacopa': 1, './oNbfrEqCIH': 1}",neg,pos,pos
17,10842792,geglobo,"""Vidente das Copas"" que acertou os últimos 3 campeões mundiais prevê o hexa do Brasil no Catar  Michael Bruno acertou Espanha, Alemanha e França como seleções campeãs em 2010, 2014 e 2018, e agora crava a Seleção campeã em final contra os franceses #genacopa  https://t.co/fD20LN6BVG",https://twitter.com/geglobo/status/1598308433660448770,catar,"{'``': 1, 'Vidente': 1, 'Copas': 1, ""''"": 1, 'acertou': 2, 'últimos': 1, '3': 1, 'campeões': 1, 'mundiais': 1, 'prevê': 1, 'hexa': 1, 'Brasil': 1, 'Catar': 1, 'Michael': 1, 'Bruno': 1, 'Espanha': 1, 'Alemanha': 1, 'França': 1, 'seleções': 1, 'campeãs': 1, '2010': 1, '2014': 1, '2018': 1, 'agora': 1, 'crava': 1, 'Seleção': 1, 'campeã': 1, 'final': 1, 'contra': 1, 'franceses': 1, 'genacopa': 1, './fD20LN6BVG': 1}",pos,pos,pos
18,10842792,geglobo,Tite e Daniel Alves concedem entrevista coletiva no Catar  https://t.co/F9xdCNlgKp,https://twitter.com/geglobo/status/1598294966677442561,catar,"{'Tite': 1, 'Daniel': 1, 'Alves': 1, 'concedem': 1, 'entrevista': 1, 'coletiva': 1, 'Catar': 1, './F9xdCNlgKp': 1}",neg,neg,neg
19,10842792,geglobo,"Na Copa de 2018, na Rússia, não havia nenhuma mulher entre os 99 nomes convocados - entre juízes e assistentes  No Catar, dentre as 129 pessoas convocadas, seis são mulheres",https://twitter.com/geglobo/status/1598264829982445568,catar,"{'Na': 1, 'Copa': 1, '2018': 1, 'Rússia': 1, 'havia': 1, 'nenhuma': 1, 'mulher': 1, '99': 1, 'nomes': 1, 'convocados': 1, 'juízes': 1, 'assistentes': 1, 'No': 1, 'Catar': 1, 'dentre': 1, '129': 1, 'pessoas': 1, 'convocadas': 1, 'seis': 1, 'mulheres': 1}",pos,pos,pos
20,10842792,geglobo,"🗓️  Veja jogos e horários do dia #12 da Copa do Mundo  Em dia de decisões nos Grupos E e F, Alemanha, Espanha, Bélgica e Croácia são algumas das equipes que definem nesta quinta-feira seu futuro no Catar  https://t.co/HxgL6XHD1l",https://twitter.com/geglobo/status/1598243900585807872,catar,"{'🗓️': 1, 'Veja': 1, 'jogos': 1, 'horários': 1, 'dia': 2, '12': 1, 'Copa': 1, 'Mundo': 1, 'Em': 1, 'decisões': 1, 'Grupos': 1, 'E': 1, 'F': 1, 'Alemanha': 1, 'Espanha': 1, 'Bélgica': 1, 'Croácia': 1, 'algumas': 1, 'equipes': 1, 'definem': 1, 'nesta': 1, 'quinta-feira': 1, 'futuro': 1, 'Catar': 1, './HxgL6XHD1l': 1}",neg,neu,neg
21,10842792,geglobo,"""Estou muito bravo com a Dinamarca. Fez a gente que acompanha futebol europeu se passar por bobo"".  Você concorda com a opinião do Henrique Fernandes no Seleção Catar?  Programa vai ao ar todo o dias, às 20h #genacopa  https://t.co/lNUqkUUcMv",https://twitter.com/geglobo/status/1598104946045423616,catar,"{'``': 1, 'Estou': 1, 'bravo': 1, 'Dinamarca': 1, 'Fez': 1, 'gente': 1, 'acompanha': 1, 'futebol': 1, 'europeu': 1, 'passar': 1, 'bobo': 1, ""''"": 1, 'Você': 1, 'concorda': 1, 'opinião': 1, 'Henrique': 1, 'Fernandes': 1, 'Seleção': 1, 'Catar': 1, 'Programa': 1, 'vai': 1, 'ar': 1, 'todo': 1, 'dias': 1, '20h': 1, 'genacopa': 1, './lNUqkUUcMv': 1}",neg,pos,neg
22,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/VLgf3QmjPG,https://twitter.com/geglobo/status/1598010218071236608,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './VLgf3QmjPG': 1}",neu,neu,neu
23,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/L4phs0LguU,https://twitter.com/geglobo/status/1598006446666432512,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './L4phs0LguU': 1}",neu,neu,neu
24,10842792,geglobo,Torcedoras acusam governo do Irã de enviar espiões à Copa do Mundo  Vídeo mostra agentes que foram ao Catar infiltrados para registrar qualquer ação de protesto contra regime. Jornalista brasileira relata ameaças e agressões #genacopa  https://t.co/6Dsijq18Bb,https://twitter.com/geglobo/status/1597994006956642305,catar,"{'Torcedoras': 1, 'acusam': 1, 'governo': 1, 'Irã': 1, 'enviar': 1, 'espiões': 1, 'Copa': 1, 'Mundo': 1, 'Vídeo': 1, 'mostra': 1, 'agentes': 1, 'Catar': 1, 'infiltrados': 1, 'registrar': 1, 'qualquer': 1, 'ação': 1, 'protesto': 1, 'contra': 1, 'regime': 1, 'Jornalista': 1, 'brasileira': 1, 'relata': 1, 'ameaças': 1, 'agressões': 1, 'genacopa': 1, './6Dsijq18Bb': 1}",neg,neg,neg
25,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/GQnnEY2TyQ,https://twitter.com/geglobo/status/1597979004601921536,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './GQnnEY2TyQ': 1}",neu,neu,neu
26,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/GYEUdnvzDJ,https://twitter.com/geglobo/status/1597973984074956800,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './GYEUdnvzDJ': 1}",neu,neu,neu
27,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/hO7DOrUBuV,https://twitter.com/geglobo/status/1597967952342822912,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './hO7DOrUBuV': 1}",neu,neu,neu
28,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  #genacopa  https://t.co/mfZZ4GRTVp,https://twitter.com/geglobo/status/1597967561257152513,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'genacopa': 1, './mfZZ4GRTVp': 1}",neu,neu,neu
29,10842792,geglobo,"Tite recebe a visita de palestino que ajudou seu neto no metrô do Catar #genacopa  📹: O Redação vai ao ar às 9h, no sportv. Assista!  https://t.co/dQRq1Ik8yv",https://twitter.com/geglobo/status/1597940498492141569,catar,"{'Tite': 1, 'recebe': 1, 'visita': 1, 'palestino': 1, 'ajudou': 1, 'neto': 1, 'metrô': 1, 'Catar': 1, 'genacopa': 1, '📹': 1, 'O': 1, 'Redação': 1, 'vai': 1, 'ar': 1, '9h': 1, 'sportv': 1, 'Assista': 1, './dQRq1Ik8yv': 1}",neu,neu,neu
30,10842792,geglobo,"O Brasil é indescritível! Ninguém explica o futebol! #genacopa  📹: O Seleção Catar vai ao ar todos os dias às 20h, no @sportv  https://t.co/0XvnysmZuq",https://twitter.com/geglobo/status/1597770467703926784,catar,"{'O': 2, 'Brasil': 1, 'indescritível': 1, 'Ninguém': 1, 'explica': 1, 'futebol': 1, 'genacopa': 1, '📹': 1, 'Seleção': 1, 'Catar': 1, 'vai': 1, 'ar': 1, 'todos': 1, 'dias': 1, '20h': 1, 'sportv': 1, './0XvnysmZuq': 1}",neg,neu,neu
31,10842792,geglobo,"Bate na madeira aí, Lino! Coração do brasileiro não aguenta ver a Seleção tomando gols, não 😅 #genacopa  📹: O Seleção Catar vai ao ar às 20h, no @sportv. Assista!  https://t.co/SMZBdPFavX",https://twitter.com/geglobo/status/1597734109383884800,catar,"{'Bate': 1, 'madeira': 1, 'aí': 1, 'Lino': 1, 'Coração': 1, 'brasileiro': 1, 'aguenta': 1, 'ver': 1, 'Seleção': 2, 'tomando': 1, 'gols': 1, '😅': 1, 'genacopa': 1, '📹': 1, 'O': 1, 'Catar': 1, 'vai': 1, 'ar': 1, '20h': 1, 'sportv': 1, 'Assista': 1, './SMZBdPFavX': 1}",pos,neu,pos
32,10842792,geglobo,Pulisic marca e Estados Unidos está nas oitavas de final da Copa do Catar 🇺🇸 #genacopa  https://t.co/fsASQw2KGZ,https://twitter.com/geglobo/status/1597697758269669376,catar,"{'Pulisic': 1, 'marca': 1, 'Estados': 1, 'Unidos': 1, 'oitavas': 1, 'final': 1, 'Copa': 1, 'Catar': 1, '🇺🇸': 1, 'genacopa': 1, './fsASQw2KGZ': 1}",neg,pos,pos
33,10842792,geglobo,⚽ Rashford anotou o primeiro gol de falta da Copa do Catar #genacopa   🏴󠁧󠁢󠁷󠁬󠁳󠁿 0 x 2 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Assista ao vivo e de graça no ge!  https://t.co/8zHcabd50u,https://twitter.com/geglobo/status/1597687469658361856,catar,"{'⚽': 1, 'Rashford': 1, 'anotou': 1, 'primeiro': 1, 'gol': 1, 'falta': 1, 'Copa': 1, 'Catar': 1, 'genacopa': 1, '🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f': 1, '0': 1, 'x': 1, '2': 1, '🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f': 1, 'Assista': 1, 'vivo': 1, 'graça': 1, 'ge': 1, './8zHcabd50u': 1}",neu,neu,neu
34,10842792,geglobo,"Encontros da Copa #genacopa  Cano, artilheiro do Brasileirão pelo Fluminense, e Richarlison, ex-jogador do Flu e artilheiro do Brasil no Catar  https://t.co/vu8Z0oUEph",https://twitter.com/geglobo/status/1597659569374646273,catar,"{'Encontros': 1, 'Copa': 1, 'genacopa': 1, 'Cano': 1, 'artilheiro': 2, 'Brasileirão': 1, 'Fluminense': 1, 'Richarlison': 1, 'ex-jogador': 1, 'Flu': 1, 'Brasil': 1, 'Catar': 1, './vu8Z0oUEph': 1}",neg,neg,neg
35,10842792,geglobo,"Já vi muito em pelada!  O Homan Ahmed, do Catar, meteu a mão na bola no meio do jogo contra a Holanda em um dos lances mais bizarros da Copa até o momento  📺 Assista  https://t.co/BxH63SvYjS  https://t.co/fbwaz44WJb",https://twitter.com/geglobo/status/1597654065592270848,catar,"{'Já': 1, 'vi': 1, 'pelada': 1, 'O': 1, 'Homan': 1, 'Ahmed': 1, 'Catar': 1, 'meteu': 1, 'mão': 1, 'bola': 1, 'meio': 1, 'jogo': 1, 'contra': 1, 'Holanda': 1, 'lances': 1, 'bizarros': 1, 'Copa': 1, 'momento': 1, '📺': 1, 'Assista': 1, './BxH63SvYjS': 1, './fbwaz44WJb': 1}",neg,neg,neg
36,10842792,geglobo,Marcas negativas   O Catar teve o pior desempenho de um país-sede em Copas do Mundo. A seleção catari foi a primeira anfitriã na história a ser eliminada da competição depois de apenas duas partidas #genacopa  https://t.co/PpmoTvsWQN,https://twitter.com/geglobo/status/1597636697831116800,catar,"{'Marcas': 1, 'negativas': 1, 'O': 1, 'Catar': 1, 'pior': 1, 'desempenho': 1, 'país-sede': 1, 'Copas': 1, 'Mundo': 1, 'A': 1, 'seleção': 1, 'catari': 1, 'primeira': 1, 'anfitriã': 1, 'história': 1, 'eliminada': 1, 'competição': 1, 'apenas': 1, 'duas': 1, 'partidas': 1, 'genacopa': 1, './PpmoTvsWQN': 1}",neg,neg,neg
37,10842792,geglobo,"⚽ Gakpo marcou o primeiro gol da Holanda contra o Catar   Com três gols, o atacante se iguala a Enner Valencia e Mbappé como artilheiro do Mundial #genacopa  https://t.co/z72v9sBhWq",https://twitter.com/geglobo/status/1597614566300598275,catar,"{'⚽': 1, 'Gakpo': 1, 'marcou': 1, 'primeiro': 1, 'gol': 1, 'Holanda': 1, 'contra': 1, 'Catar': 1, 'Com': 1, 'três': 1, 'gols': 1, 'atacante': 1, 'iguala': 1, 'Enner': 1, 'Valencia': 1, 'Mbappé': 1, 'artilheiro': 1, 'Mundial': 1, 'genacopa': 1, './z72v9sBhWq': 1}",pos,neg,neg
38,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar! #copadascamisas  https://t.co/ruemK07lcy,https://twitter.com/geglobo/status/1597609639746875392,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, 'copadascamisas': 1, './ruemK07lcy': 1}",neu,neu,neu
39,10842792,geglobo,#CopadasCamisas   Qual a camisa mais bonita da Copa?   Vote! Vamos definir qual é o melhor uniforme que vai entrar em campo no Catar!  https://t.co/BMCYHJeGNt,https://twitter.com/geglobo/status/1597608706786607105,catar,"{'CopadasCamisas': 1, 'Qual': 1, 'camisa': 1, 'bonita': 1, 'Copa': 1, 'Vote': 1, 'Vamos': 1, 'definir': 1, 'melhor': 1, 'uniforme': 1, 'vai': 1, 'entrar': 1, 'campo': 1, 'Catar': 1, './BMCYHJeGNt': 1}",neu,neu,neu
40,10842792,geglobo,Secretário do Comitê da Copa estima entre 400 e 500 mortes de imigrantes para construções no Catar #genacopa   https://t.co/xTwm83LVK8,https://twitter.com/geglobo/status/1597591231160541186,catar,"{'Secretário': 1, 'Comitê': 1, 'Copa': 1, 'estima': 1, '400': 1, '500': 1, 'mortes': 1, 'imigrantes': 1, 'construções': 1, 'Catar': 1, 'genacopa': 1, './xTwm83LVK8': 1}",neg,neu,neg
41,10842792,geglobo,"👁️👁️  Hoje: Deschamps, técnico da França 🇫🇷, descarta volta de Benzema à Copa do Mundo: ""Vocês estão procurando coisas""   Hoje também: Benzema posta foto enigmática com a legenda 974, que é o código telefônico do Catar, além do nome de um dos estádios da Copa #genacopa  https://t.co/CXcBSGwB8y",https://twitter.com/geglobo/status/1597569873806512128,catar,"{'👁️👁️': 1, 'Hoje': 2, 'Deschamps': 1, 'técnico': 1, 'França': 1, '🇫🇷': 1, 'descarta': 1, 'volta': 1, 'Benzema': 2, 'Copa': 2, 'Mundo': 1, '``': 1, 'Vocês': 1, 'procurando': 1, 'coisas': 1, ""''"": 1, 'posta': 1, 'foto': 1, 'enigmática': 1, 'legenda': 1, '974': 1, 'código': 1, 'telefônico': 1, 'Catar': 1, 'além': 1, 'nome': 1, 'estádios': 1, 'genacopa': 1, './CXcBSGwB8y': 1}",pos,neu,pos
42,10842792,geglobo,"Manhã sem jogos no Catar 🇶🇦, mas não sem competição! Na manhã desta terça, aconteceu um concurso de beleza de camelos 🐫!   Este foi o grande vencedor! Merecido?   #genacopa  https://t.co/ILM6aJzg1U",https://twitter.com/geglobo/status/1597555430783602688,catar,"{'Manhã': 1, 'jogos': 1, 'Catar': 1, '🇶🇦': 1, 'competição': 1, 'Na': 1, 'manhã': 1, 'desta': 1, 'terça': 1, 'aconteceu': 1, 'concurso': 1, 'beleza': 1, 'camelos': 1, '🐫': 1, 'Este': 1, 'grande': 1, 'vencedor': 1, 'Merecido': 1, 'genacopa': 1, './ILM6aJzg1U': 1}",neg,neu,neg
43,10842792,geglobo,É a última rodada da fase de grupos da Copa do Catar!  #genacopa  https://t.co/uiRpwjQ7W4,https://twitter.com/geglobo/status/1597515716327899136,catar,"{'É': 1, 'última': 1, 'rodada': 1, 'fase': 1, 'grupos': 1, 'Copa': 1, 'Catar': 1, 'genacopa': 1, './uiRpwjQ7W4': 1}",neg,neu,neg
